FID,Shape,siteID,xcoord,ycoord,mdcaty,wgt,stratum,panel,EvalStatus,EvalReason,status,COMID,LongitudeDD,LatitudeDD,GNIS_NAME,FDATE,RESOLUTION,GNIS_ID,LENGTHKM,REACHCODE,FLOWDIR,FCODE,FTYPE,DES_FTYPE,STATE,MAJ_RIVER,MAJ_RIV_NM,NRSA_NAME,HUC8,SO,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,STATE_NAME,WSA_9,WSA_9_NM,WSA_3,FEAT_NAME,OWNER,OWNER_CAT,OWNER_ADM,OWNER_CAT2,URBAN,FRAME14,sort_id,PSTL_CODE,STRAH_CAT,DES_CAT,DES_NRSA14,Basin
668,Point,NY18-1669,1795329.674,622260.5534,2nd,22.926343,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245332,-74.230706,41.210099,Warwick Brook,8/1/2004,Medium,968830,2.72302,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Warwick Brook,2030103,2,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8486,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
669,Point,NY18-1670,1801777.466,631498.4472,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245264,-74.12992,41.277343,Arden Brook,8/1/2004,Medium,942542,1.220321,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Arden Brook,2030103,3,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8456,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
670,Point,NY18-1671,1816324.524,615498.7947,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245682,-74.003727,41.108499, ,8/1/2004,Medium, ,3.628713,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,1,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54771,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
671,Point,NY18-1672,1799488.881,622152.7346,4th+,9.594723,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245344,-74.18232,41.200716,Ramapo River,8/1/2004,Medium,879599,3.400702,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,4,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8493,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
672,Point,NY18-1673,1808967.901,624068.2476,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245340,-74.066154,41.198056,File Factory Hollow,8/1/2004,Medium,950047,3.084761,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,File Factory Hollow,2030103,1,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8491,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
673,Point,NY18-1674,1798315.656,635168.4932,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245210,-74.160417,41.316314,Ramapo River,8/1/2004,Medium,879599,1.940804,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,3,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54664,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
674,Point,NY18-1675,1813089.315,615155.5886,2nd,22.926343,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245588,-74.042469,41.112138, ,8/1/2004,Medium, ,0.719708,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,2,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54759,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
675,Point,NY18-1676,1799462.456,633704.0964,2nd,22.926343,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245220,-74.150992,41.301242, ,8/1/2004,Medium, ,1.090002,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,2,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54669,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
676,Point,NY18-1677,1813063.357,617914.6982,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245578,-74.035185,41.136179,Pascack Brook,8/1/2004,Medium,978408,3.800026,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Pascack Brook,2030103,1,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54758,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
677,Point,NY18-1678,1820152.353,614755.3811,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6244334,-73.961064,41.094186,Hackensack River,8/1/2004,Medium,951971,1.09116,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Hackensack River,2030103,3,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54592,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
678,Point,NY18-1679,1806519.715,615104.4301,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245520,-74.119383,41.125107, ,8/1/2004,Medium, ,3.265116,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,1,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54744,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
679,Point,NY18-1680,1798914.94,619166.7022,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245382,-74.197198,41.17591, ,8/1/2004,Medium, ,1.784087,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,1,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8512,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
680,Point,NY18-1681,1799660.197,628461.5744,4th+,9.594723,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6246292,-74.163046,41.255241,Ramapo River,8/1/2004,Medium,879599,3.704868,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,4,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8536,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
681,Point,NY18-1682,1815985.88,619095.6981,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6244290,-73.997777,41.140462, ,8/1/2004,Medium, ,1.07884,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,1,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54571,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
682,Point,NY18-1683,1802615.885,616139.5873,2nd,22.926343,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245456,-74.162187,41.142059,Torne Brook,8/1/2004,Medium,967671,0.544071,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Torne Brook,2030103,2,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54722,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
683,Point,NY18-1684,1796219.02,624183.7173,2nd,22.926343,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245312,-74.215043,41.225024,Warwick Brook,8/1/2004,Medium,968830,2.400482,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Warwick Brook,2030103,2,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8477,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
684,Point,NY18-1685,1807102.354,619328.6282,2nd,22.926343,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6246308,-74.100991,41.160652,Mahwah River,8/1/2004,Medium,970326,0.424787,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Mahwah River,2030103,2,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8550,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
685,Point,NY18-1686,1804293.625,628024.5692,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6230330,-74.109989,41.242002, ,8/1/2004,Medium, ,2.252528,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030101,1,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8376,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
686,Point,NY18-1687,1798649.598,624984.964,4th+,9.594723,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245302,-74.184397,41.227057,Ramapo River,8/1/2004,Medium,879599,0.685195,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,4,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8472,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
687,Point,NY18-1688,1797561.683,637629.4265,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245182,-74.162507,41.339254, ,8/1/2004,Medium, ,2.035797,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,1,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54650,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
688,Point,NY18-1689,1800586.376,632871.956,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245242,-74.140105,41.291716,Ramapo River,8/1/2004,Medium,879599,0.748952,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,3,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8445,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
689,Point,NY18-1690,1819688.794,615346.4754,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6244332,-73.964848,41.100276,Hackensack River,8/1/2004,Medium,951971,0.252906,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Hackensack River,2030103,3,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54591,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
690,Point,NY18-1691,1803138.976,614042.008,4th+,9.594723,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245602,-74.161808,41.122752,Ramapo River,8/1/2004,Medium,879599,3.128691,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,4,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54762,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
691,Point,NY18-1692,1799351.294,627466.7493,4th+,9.594723,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6246292,-74.169388,41.247216,Ramapo River,8/1/2004,Medium,879599,3.704868,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,4,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8536,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
692,Point,NY18-1693,1802177.281,615841.3739,4th+,9.594723,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245458,-74.168131,41.140357,Ramapo River,8/1/2004,Medium,879599,0.823881,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,4,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54723,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
693,Point,NY18-1694,1807046.765,618867.4976,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245480,-74.102906,41.156755,Mahwah River,8/1/2004,Medium,970326,0.304428,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Mahwah River,2030103,3,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54727,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
694,Point,NY18-1695,1816596.401,612868.2765,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245688,-74.007792,41.085074,Nauraushaun Brook,8/1/2004,Medium,958304,4.57149,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Nauraushaun Brook,2030103,1,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54773,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
695,Point,NY18-1696,1801673.61,617150.2332,1st,66.912786,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245450,-74.170442,41.152765, ,8/1/2004,Medium, ,2.440939,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,1,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8526,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
696,Point,NY18-1697,1795938.698,615758.0144,2nd,22.926343,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6246310,-74.241316,41.1523, ,8/1/2004,Medium, ,2.568687,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,2030103,2,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8554,NY,SmallStreams,StreamsSmall,SmallStreams,Ramapo_River
697,Point,NY18-1698,1799895.869,630137.1546,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6245270,-74.155694,41.269335,Ramapo River,8/1/2004,Medium,879599,1.501751,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Ramapo River,2030103,3,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,8459,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
698,Point,NY18-1699,1817652.608,622671.878,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6244252,-73.968432,41.168132,Hackensack River,8/1/2004,Medium,951971,2.13267,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Hackensack River,2030103,3,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54550,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
699,Point,NY18-1700,1820022.662,612666.0188,3rd,13.982374,Ramapo_River_NRSA14_ST,OverSamp,NotEval, ,NotEval,6244474,-73.968339,41.076291,Hackensack River,8/1/2004,Medium,951971,3.066228,2.0301E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Hackensack River,2030103,3,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3.1,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,New York,SAP,Southern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,54614,NY,LargeStreams,StreamsLarge,LargeStreams,Ramapo_River
700,Point,NY18-1701,1743069.059,1043042.242,2nd,576.942342,St_Lawrence_River_NRSA14_ST,Base,NotEval,TS - ENGL-2.5,PB,25517348,-73.663766,44.98488,English River,8/1/2004,Medium,949668,15.237498,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,English River,4150307,2,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,48919,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
701,Point,NY18-1702,1661657.584,1022916.93,4th+,607.526017,St_Lawrence_River_NRSA14_ST,Base,NotEval,TS - RAQU-3.2,TS,15465075,-74.728375,44.975151,Raquette River,8/1/2004,Medium,977242,4.397125,4.15031E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Raquette River,4150305,5,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,26244,NY,Rivers,RiversOther,RiversOther,St_Lawrence_River
702,Point,NY18-1703,1702669.508,902176.5123,3rd,550.240877,St_Lawrence_River_NRSA14_ST,Base,NotEval,TS,TS,15469361,-74.563743,43.836755,Marion River,8/1/2004,Medium,956527,6.967286,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Marion River,4150305,3,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,27366,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
703,Point,NY18-1704,1600870.58,938536.284,2nd,576.942342,St_Lawrence_River_NRSA14_ST,Base,NotEval,NT - ponded,NT,15484117,-75.709527,44.353886,Grass Creek,8/1/2004,Medium,976359,4.031425,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Grass Creek,4150303,2,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,28506,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
704,Point,NY18-1705,1672483.191,1003780.874,3rd,550.240877,St_Lawrence_River_NRSA14_ST,Base,NotEval,TS,TS,15455050,-74.648521,44.785909,Kingston Brook,8/1/2004,Medium,976525,1.929594,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Kingston Brook,4150306,3,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,24781,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
705,Point,NY18-1706,1669466.838,997096.6119,2nd,576.942342,St_Lawrence_River_NRSA14_ST,Base,NotEval,TS,TS,15455260,-74.704554,44.733407,Trout Brook,8/1/2004,Medium,977138,5.776899,4.15031E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Trout Brook,4150306,2,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,24887,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
706,Point,NY18-1707,1600935.041,918069.5662,1st,1192.023213,St_Lawrence_River_NRSA14_ST,Base,NotEval,PB - appears dry,PB,15484355,-75.763142,44.174295, ,8/1/2004,Medium, ,1.439923,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4150303,1,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,28601,NY,SmallStreams,StreamsSmall,SmallStreams,St_Lawrence_River
707,Point,NY18-1708,1664803.49,949918.7487,3rd,550.240877,St_Lawrence_River_NRSA14_ST,Base,NotEval,TS,TS,15476951,-74.893547,44.329646,Pleasant Lake Stream,8/1/2004,Medium,976835,2.743391,4.1503E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Pleasant Lake Stream,4150304,3,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,27855,NY,LargeStreams,StreamsLarge,LargeStreams,St_Lawrence_River
